,Equipment,Age
1158,1027120.0,18.0
1159,1118371.0,19.0
1160,1060891.0,22.0
1161,1165851.0,24.0
1162,1023648.0,21.0
1163,1159762.0,20.0
1164,1041573.0,24.0
1165,1094313.0,22.0
1166,1074689.0,26.0
1167,1164201.0,27.0
1168,1020735.0,24.0
1169,1041578.0,20.0
1170,1058871.0,21.0
1171,1045108.0,26.0
1172,1055494.0,20.0
1173,1139428.0,27.0
1174,106710.0,27.0
1175,113307.0,20.0
1176,1011396.0,26.0
1177,1013037.0,23.0
1178,1013230.0,26.0
1179,1013506.0,21.0
1180,1020349.0,23.0
1181,1024621.0,20.0
1182,1024644.0,19.0
1183,1028888.0,25.0
1184,1106851.0,27.0
1185,1126231.0,18.0
1186,1158007.0,19.0
1187,1165472.0,25.0
1188,1166354.0,27.0
1189,1166434.0,26.0
1190,1166457.0,19.0
1191,102889.0,22.0
1192,1103840.0,27.0
1193,1016024.0,26.0
1194,1021494.0,25.0
1195,1163591.0,25.0
1196,1166562.0,27.0
1197,1140526.0,20.0
1198,1097833.0,26.0
1199,1097662.0,20.0
1200,1107995.0,18.0
1201,1037137.0,18.0
1202,1124594.0,25.0
1203,1065290.0,21.0
1204,1164629.0,21.0
1205,1162025.0,25.0
1206,109574.0,25.0
1207,1079182.0,18.0
1208,1012967.0,23.0
1209,1159766.0,21.0
1210,1013185.0,21.0
1211,1166073.0,20.0
1212,1097670.0,19.0
1213,1027152.0,24.0
1214,1074688.0,22.0
1215,1097661.0,21.0
1216,1156812.0,19.0
1217,1166064.0,18.0
1218,1037329.0,19.0
1219,1052390.0,23.0
1220,1011178.0,24.0
1221,1166408.0,18.0
1222,1124689.0,18.0
1223,1034203.0,25.0
1224,1118425.0,22.0
1225,1124700.0,21.0
1226,1154889.0,25.0
1227,1125715.0,26.0
1228,1014189.0,27.0
1229,1059725.0,20.0
1230,1020676.0,21.0
1231,1078783.0,23.0
1232,1021750.0,25.0
1233,1026667.0,20.0
1234,1153368.0,20.0
1235,1126138.0,20.0
1236,1165537.0,19.0
1237,1076287.0,27.0
1238,1030828.0,18.0
1239,1054072.0,19.0
1240,1020347.0,26.0
1241,1166373.0,20.0
1242,1023530.0,20.0
1243,1055034.0,23.0
1244,1043215.0,26.0
1245,1035957.0,21.0
1246,101996.0,23.0
1247,1125387.0,21.0
1248,1088941.0,22.0
1249,1013128.0,24.0
1250,108764.0,19.0
1251,1060772.0,24.0
1252,1165863.0,20.0
1253,1093564.0,23.0
1254,1013046.0,20.0
1255,1014400.0,19.0
1256,1162419.0,22.0
1257,1023863.0,27.0
1258,1060708.0,22.0
1259,1162372.0,23.0
1260,1052774.0,25.0
1261,1053448.0,22.0
1262,1166068.0,23.0
1263,1082519.0,27.0
1264,1006726.0,24.0
1265,1010856.0,24.0
1266,1013948.0,22.0
1267,1020354.0,25.0
1268,1026978.0,20.0
1269,1100018.0,18.0
1270,1154897.0,21.0
1271,1166121.0,24.0
1272,1166860.0,18.0
1273,1104819.0,23.0
1274,1052082.0,25.0
1275,1154853.0,25.0
1276,1026595.0,24.0
1277,1084798.0,23.0
1278,1108237.0,25.0
1279,1055282.0,27.0
1280,1154570.0,19.0
1281,1028534.0,25.0
1282,1107081.0,18.0
1283,1055004.0,18.0
1284,1166409.0,26.0
1285,1045212.0,22.0
1286,1161518.0,23.0
1287,1083217.0,22.0
1288,1154457.0,24.0
1289,180873.0,20.0
1290,1156700.0,22.0
1291,1033570.0,25.0
1292,1154447.0,25.0
1293,1022982.0,21.0
1294,1030817.0,20.0
1295,1138957.0,26.0
1296,1163982.0,23.0
1297,116633.0,19.0
1298,1166407.0,19.0
1299,1045104.0,23.0
1300,1160809.0,18.0
1301,1036337.0,19.0
1302,1111963.0,20.0
1303,1158054.0,26.0
1304,1163994.0,25.0
1305,1036288.0,25.0
1306,1043828.0,20.0
1307,1079141.0,21.0
1308,1111705.0,23.0
1309,1030654.0,24.0
1310,1020168.0,19.0
1311,1056742.0,25.0
1312,1158000.0,24.0
1313,1166106.0,19.0
1314,1078497.0,20.0
1315,1097758.0,21.0
1316,1093569.0,25.0
1317,1056721.0,23.0
1318,1162004.0,18.0
1319,1046329.0,26.0
1320,1011042.0,24.0
1321,1083611.0,22.0
1322,1011214.0,18.0
1323,1111477.0,18.0
1324,1028624.0,21.0
1325,1123100.0,19.0
1326,1013065.0,20.0
1327,1074686.0,26.0
1328,1100266.0,27.0
1329,1154561.0,23.0
1330,1166468.0,25.0
1331,1021739.0,24.0
1332,1125649.0,26.0
1333,1060771.0,25.0
1334,1053200.0,25.0
1335,1055706.0,22.0
1336,1027141.0,20.0
1337,1082822.0,21.0
1338,1154014.0,25.0
1339,1154018.0,24.0
1340,1027303.0,24.0
1341,1013273.0,18.0
1342,1020369.0,20.0
1343,1036299.0,25.0
1344,1105647.0,23.0
1345,1161541.0,26.0
1346,1165556.0,23.0
1347,1166229.0,25.0
1348,1156782.0,19.0
1349,1162388.0,22.0
1350,1105281.0,21.0
1351,1013496.0,26.0
1352,1079291.0,18.0
1353,1074691.0,25.0
1354,1152370.0,21.0
1355,1162636.0,27.0
1356,1104547.0,25.0
1357,1156785.0,20.0
1358,1126227.0,22.0
1359,1059760.0,23.0
1360,1058856.0,24.0
1361,1163605.0,19.0
1362,1132656.0,19.0
1363,1054013.0,23.0
1364,1058861.0,27.0
1365,1087371.0,20.0
1366,1020192.0,18.0
1367,1026561.0,21.0
1368,1166191.0,26.0
1369,1097773.0,26.0
1370,1160752.0,25.0
1371,1024047.0,27.0
1372,1049844.0,20.0
1373,1021336.0,18.0
1374,1045052.0,22.0
1375,1105520.0,18.0
1376,1125466.0,23.0
1377,1138932.0,26.0
1378,1150536.0,24.0
1379,1026009.0,22.0
1380,1078931.0,18.0
1381,109671.0,20.0
1382,101992.0,18.0
1383,1034080.0,25.0
1384,1112504.0,24.0
1385,157630.0,27.0
1386,1084275.0,20.0
1387,1083118.0,21.0
1388,1138933.0,23.0
1389,1104552.0,21.0
1390,1149151.0,27.0
1391,1164028.0,27.0
1392,1125656.0,23.0
1393,116743.0,22.0
1394,1166281.0,26.0
1395,1019663.0,26.0
1396,1020675.0,18.0
1397,1013940.0,22.0
1398,1027186.0,20.0
1399,1056750.0,24.0
1400,1108010.0,24.0
1401,1156617.0,19.0
1402,1011686.0,19.0
1403,156969.0,27.0
1404,1108000.0,24.0
1405,1166469.0,27.0
1406,1011719.0,27.0
1407,1165846.0,21.0
1408,1023432.0,18.0
1409,1056753.0,23.0
1410,1167060.0,26.0
1411,1045211.0,26.0
1412,1023305.0,25.0
1413,1150534.0,22.0
1414,1020352.0,20.0
1415,1082998.0,18.0
1416,1154832.0,26.0
1417,1167080.0,23.0
1418,1014044.0,19.0
1419,1082743.0,19.0
1420,1166046.0,23.0
1421,1166328.0,26.0
1422,1042095.0,20.0
1423,1125673.0,20.0
1424,1152387.0,22.0
1425,1012991.0,20.0
1426,1023596.0,26.0
1427,1022001.0,26.0
1428,1048697.0,18.0
1429,1105243.0,27.0
1430,1118646.0,27.0
1431,1021348.0,25.0
1432,1060884.0,27.0
1433,1157139.0,27.0
1434,1023564.0,20.0
1435,1098042.0,20.0
1436,1132702.0,19.0
1437,1084293.0,24.0
1438,1020691.0,19.0
1439,1074713.0,23.0
1440,1108020.0,22.0
1441,1162643.0,21.0
1442,1024104.0,19.0
1443,180853.0,27.0
1444,1027479.0,24.0
1445,1124637.0,20.0
1446,1026968.0,23.0
1447,1053269.0,22.0
1448,1098029.0,24.0
1449,116761.0,23.0
1450,1076218.0,22.0
1451,1118504.0,27.0
1452,1028630.0,20.0
1453,1124534.0,23.0
1454,1014789.0,24.0
1455,1163998.0,24.0
1456,1026884.0,22.0
1457,1149478.0,21.0
1458,1026953.0,20.0
1459,1150652.0,23.0
1460,102114.0,22.0
1461,1150637.0,23.0
1462,1094646.0,21.0
1463,1153083.0,18.0
1464,1014005.0,24.0
1465,1054269.0,20.0
1466,103137.0,26.0
1467,1167081.0,21.0
1468,1153478.0,26.0
1469,1055285.0,25.0
1470,1033152.0,26.0
1471,1059822.0,23.0
1472,1139431.0,21.0
1473,1005485.0,21.0
1474,1011435.0,26.0
1475,182660.0,23.0
1476,1074702.0,19.0
1477,1104551.0,19.0
1478,1153095.0,19.0
1479,156960.0,23.0
1480,1163595.0,19.0
1481,1086501.0,23.0
1482,1108089.0,26.0
1483,1138948.0,21.0
1484,1028904.0,18.0
1485,1037273.0,23.0
1486,1081144.0,24.0
1487,1013256.0,18.0
1488,1139432.0,27.0
1489,1116754.0,21.0
1490,1091670.0,27.0
1491,1132638.0,21.0
1492,1154887.0,19.0
1493,1080275.0,18.0
1494,1037083.0,21.0
1495,1058227.0,19.0
1496,1158006.0,24.0
1497,1078772.0,20.0
1498,156957.0,26.0
1499,1118368.0,20.0
1500,1138950.0,23.0
1501,1097647.0,27.0
1502,111860.0,18.0
1503,1154914.0,22.0
1504,1166118.0,25.0
1505,1157579.0,25.0
1506,108560.0,27.0
1507,1023394.0,20.0
1508,1149940.0,19.0
1509,112122.0,26.0
1510,1057573.0,27.0
1511,1107696.0,24.0
1512,1125480.0,19.0
1513,1165875.0,22.0
1514,1164492.0,20.0
1515,1083000.0,25.0
1516,1034996.0,26.0
1517,1158016.0,21.0
1518,1097440.0,26.0
1519,211473.0,25.0
1520,1023262.0,22.0
1521,1150420.0,27.0
1522,1132640.0,23.0
1523,169633.0,21.0
1524,1057963.0,19.0
1525,1020568.0,23.0
1526,1083227.0,27.0
1527,1037115.0,21.0
1528,1067954.0,18.0
1529,1074769.0,19.0
1530,1097696.0,23.0
1531,1162355.0,24.0
1532,1010929.0,27.0
1533,1149230.0,25.0
1534,1015029.0,21.0
1535,1027870.0,18.0
1536,1028619.0,21.0
1537,1078771.0,22.0
1538,1097713.0,27.0
1539,1100777.0,26.0
1540,1156933.0,26.0
1541,1157995.0,24.0
1542,1166119.0,27.0
1543,1166351.0,19.0
1544,1011053.0,23.0
1545,1106337.0,20.0
1546,1053261.0,26.0
1547,1161660.0,22.0
1548,1026530.0,19.0
1549,1162001.0,25.0
1550,116305.0,23.0
1551,173127.0,21.0
1552,1020275.0,21.0
1553,1027255.0,19.0
1554,1027819.0,22.0
1555,1084783.0,19.0
1556,1108084.0,18.0
1557,1088841.0,26.0
1558,1035961.0,21.0
1559,1156950.0,18.0
1560,1163769.0,19.0
1561,1162288.0,26.0
1562,1105139.0,22.0
1563,1161984.0,20.0
1564,1138921.0,18.0
1565,1154852.0,23.0
1566,1166380.0,22.0
1567,1077802.0,23.0
1568,1103841.0,22.0
1569,1098016.0,26.0
1570,1132665.0,23.0
1571,1105815.0,26.0
1572,1166970.0,25.0
1573,1059866.0,26.0
1574,1046376.0,19.0
1575,1080616.0,18.0
1576,1158013.0,18.0
1577,1162719.0,21.0
1578,1132637.0,20.0
1579,116561.0,24.0
1580,1074759.0,27.0
1581,1097751.0,21.0
1582,1013165.0,18.0
1583,1138926.0,21.0
1584,1074725.0,19.0
1585,1023573.0,21.0
1586,1089895.0,24.0
1587,1013784.0,24.0
1588,1162430.0,22.0
1589,1166472.0,25.0
1590,112316.0,21.0
1591,1125669.0,24.0
1592,1020651.0,27.0
1593,1094301.0,25.0
1594,1093651.0,23.0
1595,1011526.0,21.0
1596,1030618.0,21.0
1597,1060876.0,22.0
1598,1068388.0,21.0
1599,1148569.0,23.0
1600,1011346.0,21.0
1601,1162618.0,20.0
1602,1076280.0,26.0
1603,1013955.0,19.0
1604,1088036.0,23.0
1605,180004.0,21.0
1606,1013473.0,18.0
1607,1020364.0,18.0
1608,1022820.0,18.0
1609,1030707.0,20.0
1610,1057957.0,26.0
1611,1126029.0,18.0
1612,1138975.0,19.0
1613,1154891.0,23.0
1614,1158004.0,20.0
1615,1166462.0,25.0
1616,1166849.0,22.0
1617,223278.0,25.0
1618,1150425.0,22.0
1619,1156773.0,25.0
1620,1063298.0,19.0
1621,1044577.0,25.0
1622,1027026.0,26.0
1623,1076705.0,24.0
1624,1156787.0,18.0
1625,1083224.0,23.0
1626,1086046.0,19.0
1627,1156928.0,25.0
1628,1013779.0,27.0
1629,1162617.0,27.0
1630,1054015.0,27.0
1631,1026915.0,26.0
1632,1162210.0,24.0
1633,1158044.0,20.0
1634,1166910.0,26.0
1635,1038489.0,25.0
1636,1082540.0,22.0
1637,1140352.0,21.0
1638,1106923.0,27.0
1639,1078225.0,25.0
1640,1101889.0,27.0
1641,1086103.0,24.0
1642,1028058.0,18.0
1643,1125682.0,22.0
1644,1149472.0,18.0
1645,1023722.0,23.0
1646,1030831.0,21.0
1647,212179.0,19.0
1648,1011371.0,18.0
1649,107468.0,21.0
1650,1037334.0,21.0
1651,1083183.0,24.0
1652,1053435.0,19.0
1653,1082766.0,19.0
1654,1103832.0,25.0
1655,1107728.0,21.0
1656,1157578.0,20.0
1657,1157960.0,20.0
1658,1060734.0,21.0
1659,1098114.0,23.0
1660,1164018.0,26.0
1661,1013413.0,27.0
1662,1014010.0,22.0
1663,1105242.0,18.0
1664,1124582.0,23.0
1665,156949.0,25.0
1666,1082592.0,20.0
1667,1132663.0,22.0
1668,1165866.0,21.0
1669,1098310.0,27.0
1670,1126821.0,18.0
1671,1023283.0,24.0
1672,1081520.0,19.0
1673,1097708.0,24.0
1674,1150259.0,18.0
1675,1053451.0,21.0
1676,1132658.0,27.0
1677,1125723.0,19.0
1678,1033756.0,19.0
1679,1083106.0,18.0
1680,1105131.0,23.0
1681,1162383.0,24.0
1682,1026602.0,20.0
1683,1023405.0,26.0
1684,1124664.0,27.0
1685,1097684.0,26.0
1686,1011805.0,19.0
1687,1020736.0,22.0
1688,1054631.0,27.0
1689,1061492.0,27.0
1690,1084588.0,20.0
1691,1145696.0,21.0
1692,1156013.0,26.0
1693,1164020.0,23.0
1694,1165883.0,20.0
1695,1028833.0,26.0
1696,1043814.0,23.0
1697,1021644.0,24.0
1698,1011438.0,27.0
1699,1166071.0,18.0
1700,1011118.0,25.0
1701,1013147.0,27.0
1702,1011016.0,23.0
1703,1022819.0,25.0
1704,182668.0,24.0
1705,1162284.0,19.0
1706,1059717.0,21.0
1707,1038462.0,27.0
1708,1052842.0,24.0
1709,1054285.0,19.0
1710,1164498.0,22.0
1711,1033287.0,27.0
1712,1113312.0,24.0
1713,1106681.0,22.0
1714,1020838.0,22.0
1715,1054747.0,26.0
1716,1150639.0,19.0
1717,1105796.0,18.0
1718,1158095.0,26.0
1719,1162240.0,24.0
1720,1108013.0,27.0
1721,1010810.0,20.0
1722,1074745.0,20.0
1723,1046526.0,21.0
1724,1023199.0,19.0
1725,1091690.0,19.0
1726,1041467.0,22.0
1727,1036696.0,18.0
1728,1165572.0,25.0
1729,1055001.0,22.0
1730,1036517.0,25.0
1731,1022821.0,25.0
1732,1107085.0,25.0
1733,1044571.0,27.0
1734,1132682.0,20.0
1735,1013551.0,27.0
1736,1026909.0,27.0
1737,1105277.0,25.0
1738,1054151.0,26.0
1739,1079313.0,20.0
1740,1125719.0,23.0
1741,1055033.0,25.0
1742,1013382.0,24.0
1743,1164494.0,22.0
1744,1056717.0,23.0
1745,1154459.0,25.0
1746,1060740.0,27.0
1747,1124540.0,21.0
1748,1145612.0,23.0
1749,1162191.0,19.0
1750,1162682.0,21.0
1751,1165471.0,21.0
1752,1165753.0,24.0
1753,1012255.0,25.0
1754,1097740.0,23.0
1755,1152354.0,20.0
1756,1091429.0,27.0
1757,1063301.0,21.0
1758,1154026.0,23.0
1759,1154542.0,26.0
1760,1055703.0,26.0
1761,1092379.0,19.0
1762,1022951.0,27.0
1763,1020203.0,18.0
1764,1083238.0,27.0
1765,201181.0,23.0
1766,1162363.0,23.0
1767,1027953.0,22.0
1768,1058870.0,23.0
1769,1166485.0,27.0
1770,1162611.0,23.0
1771,1107699.0,24.0
1772,1020359.0,25.0
1773,1145709.0,22.0
1774,111932.0,24.0
1775,1123227.0,19.0
1776,1020360.0,25.0
1777,1045708.0,25.0
1778,1107017.0,22.0
1779,1107078.0,25.0
1780,1166786.0,25.0
1781,1013352.0,22.0
1782,1097940.0,19.0
1783,1013935.0,27.0
1784,1074768.0,26.0
1785,180875.0,24.0
1786,1110400.0,24.0
1787,1122892.0,18.0
1788,1166057.0,25.0
1789,1028831.0,20.0
1790,1033218.0,27.0
1791,1076706.0,24.0
1792,1097808.0,18.0
1793,1026494.0,24.0
1794,1045103.0,26.0
1795,1160823.0,23.0
1796,1074716.0,23.0
1797,1166854.0,23.0
1798,1013919.0,27.0
1799,1020673.0,18.0
1800,1051061.0,18.0
1801,1159765.0,20.0
1802,1013207.0,26.0
1803,1013925.0,22.0
1804,1097869.0,25.0
1805,1083253.0,18.0
1806,1086005.0,19.0
1807,184603.0,27.0
1808,1026811.0,19.0
1809,1074694.0,21.0
1810,1062590.0,18.0
1811,1013942.0,25.0
1812,1052140.0,22.0
1813,1086176.0,26.0
1814,1108228.0,24.0
1815,1126070.0,23.0
1816,1145465.0,20.0
1817,1153474.0,22.0
1818,1153607.0,24.0
1819,1156949.0,24.0
1820,1162717.0,18.0
1821,1163938.0,27.0
1822,1165563.0,22.0
1823,1038495.0,19.0
1824,1152351.0,19.0
1825,1118656.0,22.0
1826,1156774.0,22.0
1827,1126259.0,24.0
1828,120725.0,24.0
1829,1055089.0,22.0
1830,1166277.0,18.0
1831,1023167.0,18.0
1832,1036294.0,23.0
1833,1154020.0,27.0
1834,1074731.0,23.0
1835,1011503.0,24.0
1836,1078661.0,20.0
1837,1084303.0,18.0
1838,1028920.0,25.0
1839,1098037.0,24.0
1840,180935.0,24.0
1841,1020330.0,25.0
1842,1149776.0,24.0
1843,1165528.0,24.0
1844,1166090.0,24.0
1845,1154503.0,25.0
1846,1157141.0,19.0
1847,1011212.0,25.0
1848,1011366.0,24.0
1849,1122870.0,21.0
1850,1125707.0,23.0
1851,1132654.0,25.0
1852,1132668.0,20.0
1853,1058862.0,19.0
1854,1105633.0,25.0
1855,108480.0,25.0
1856,1025648.0,22.0
1857,1063303.0,21.0
1858,1150529.0,26.0
1859,1162638.0,19.0
1860,1023220.0,20.0
1861,180868.0,18.0
1862,1123219.0,25.0
1863,1126257.0,22.0
1864,1015009.0,26.0
1865,1098100.0,25.0
1866,1165881.0,22.0
1867,1154013.0,21.0
1868,1026879.0,20.0
1869,1105798.0,20.0
1870,1020836.0,19.0
1871,1098045.0,20.0
1872,1166559.0,25.0
1873,1164496.0,20.0
1874,1091672.0,21.0
1875,1063774.0,20.0
1876,179763.0,21.0
1877,1028623.0,26.0
1878,1107998.0,24.0
1879,1011613.0,24.0
1880,1037248.0,27.0
1881,1020380.0,20.0
1882,1118545.0,27.0
1883,1011570.0,22.0
1884,1021474.0,24.0
1885,1022997.0,25.0
1886,1053180.0,19.0
1887,1105245.0,25.0
1888,1112493.0,27.0
1889,1125739.0,18.0
1890,1149163.0,26.0
1891,1149909.0,25.0
1892,1153871.0,19.0
1893,1154450.0,21.0
1894,1165533.0,27.0
1895,1165878.0,18.0
1896,1166846.0,26.0
1897,1125694.0,25.0
1898,1124626.0,23.0
1899,1037212.0,24.0
1900,1020340.0,20.0
1901,1023721.0,23.0
1902,1088964.0,20.0
1903,1150526.0,26.0
1904,1036292.0,27.0
1905,1052798.0,26.0
1906,1154748.0,19.0
1907,1023565.0,20.0
1908,1164781.0,26.0
1909,1084307.0,23.0
1910,1055402.0,20.0
1911,180156.0,18.0
1912,1043825.0,19.0
1913,1060743.0,18.0
1914,1158103.0,26.0
1915,1164002.0,23.0
1916,1092558.0,21.0
1917,1167071.0,21.0
1918,1023033.0,20.0
1919,1028556.0,19.0
1920,153092.0,25.0
1921,1166458.0,24.0
1922,109718.0,20.0
1923,1028553.0,22.0
1924,1132530.0,19.0
1925,1006723.0,20.0
1926,1014847.0,18.0
1927,1079266.0,18.0
1928,1138922.0,18.0
1929,1023070.0,18.0
1930,1026596.0,25.0
1931,1152369.0,22.0
1932,1166594.0,27.0
1933,1157577.0,23.0
1934,1163937.0,23.0
1935,1162731.0,19.0
1936,1026625.0,23.0
1937,1058852.0,23.0
1938,1023528.0,23.0
1939,1019948.0,22.0
1940,1154599.0,18.0
1941,1082604.0,18.0
1942,1011848.0,25.0
1943,1024044.0,26.0
1944,1086483.0,18.0
1945,1023720.0,21.0
1946,1082492.0,23.0
1947,1012861.0,23.0
1948,1013453.0,23.0
1949,1020158.0,26.0
1950,1059798.0,22.0
1951,1124685.0,20.0
1952,1132510.0,22.0
1953,1145415.0,26.0
1954,1156832.0,19.0
1955,1166839.0,23.0
1956,1011352.0,23.0
1957,1079268.0,23.0
1958,1080281.0,21.0
1959,1053941.0,24.0
1960,1129398.0,23.0
1961,1156942.0,18.0
1962,1150250.0,22.0
1963,1052823.0,24.0
1964,1102054.0,19.0
1965,1028563.0,21.0
1966,1037224.0,18.0
1967,1078998.0,24.0
1968,1165874.0,19.0
1969,1011774.0,19.0
1970,1034220.0,21.0
1971,1150257.0,18.0
1972,1073251.0,19.0
1973,1107726.0,24.0
1974,1058842.0,24.0
1975,1106336.0,22.0
1976,111969.0,21.0
1977,123091.0,21.0
1978,1023438.0,24.0
1979,1149944.0,18.0
1980,1036515.0,18.0
1981,1160815.0,23.0
1982,1163651.0,20.0
1983,1036939.0,25.0
1984,1013361.0,20.0
1985,1033695.0,18.0
1986,1111710.0,18.0
1987,1040732.0,24.0
1988,1014085.0,19.0
1989,1013918.0,24.0
1990,1020358.0,18.0
1991,1033774.0,27.0
1992,1113341.0,23.0
1993,1132605.0,25.0
1994,179859.0,20.0
1995,1107706.0,21.0
1996,1082705.0,21.0
1997,1027852.0,25.0
1998,1097946.0,22.0
1999,1074747.0,25.0
2000,1023008.0,23.0
2001,1100799.0,22.0
2002,1055019.0,24.0
2003,1166192.0,27.0
2004,1078785.0,20.0
2005,1154016.0,22.0
2006,1122872.0,18.0
2007,1084608.0,20.0
2008,212686.0,20.0
2009,1013232.0,27.0
2010,1021618.0,25.0
2011,1074755.0,19.0
2012,1020195.0,24.0
2013,1156801.0,19.0
2014,1162022.0,26.0
2015,1154544.0,26.0
2016,1090537.0,26.0
2017,1023001.0,20.0
2018,1058869.0,25.0
2019,1097770.0,27.0
2020,1097900.0,24.0
2021,1149128.0,22.0
2022,1154446.0,26.0
2023,1060726.0,20.0
2024,1166423.0,18.0
2025,1036895.0,25.0
2026,1166348.0,23.0
2027,1054759.0,27.0
2028,1149370.0,26.0
2029,1037438.0,23.0
2030,1020730.0,26.0
2031,1138892.0,22.0
2032,1166835.0,24.0
2033,201725.0,19.0
2034,1013208.0,19.0
2035,1013906.0,23.0
2036,1020191.0,21.0
2037,1020383.0,18.0
2038,1023384.0,27.0
2039,1060773.0,20.0
2040,1107520.0,26.0
2041,1154856.0,20.0
2042,1158244.0,26.0
2043,1164784.0,26.0
2044,1166433.0,27.0
2045,1138943.0,26.0
2046,1023589.0,19.0
2047,1026995.0,25.0
2048,1087674.0,20.0
2049,1094312.0,22.0
2050,1084624.0,25.0
2051,1081821.0,26.0
2052,112313.0,26.0
2053,1053378.0,23.0
2054,1054192.0,25.0
2055,1105814.0,18.0
2056,1157991.0,22.0
2057,1011697.0,18.0
2058,1052043.0,20.0
2059,1026624.0,19.0
2060,1011642.0,18.0
2061,1124512.0,21.0
2062,1026721.0,25.0
2063,1099838.0,27.0
2064,1106339.0,19.0
2065,1077541.0,21.0
2066,1149919.0,22.0
2067,1022898.0,19.0
2068,1014095.0,25.0
2069,1150603.0,21.0
2070,102039.0,20.0
2071,1145403.0,24.0
2072,1154591.0,23.0
2073,1154906.0,26.0
2074,1162665.0,22.0
2075,1033742.0,25.0
2076,1089001.0,25.0
2077,1164188.0,20.0
2078,1020672.0,25.0
2079,108275.0,21.0
2080,1021468.0,27.0
2081,1153881.0,27.0
2082,1058866.0,26.0
2083,1045718.0,24.0
2084,1132693.0,22.0
2085,1162630.0,22.0
2086,109492.0,18.0
2087,1163977.0,27.0
2088,1023247.0,18.0
2089,1054331.0,22.0
2090,1126197.0,18.0
2091,1152593.0,25.0
2092,1011808.0,22.0
2093,1036272.0,22.0
2094,1107704.0,19.0
2095,1122885.0,20.0
2096,108620.0,27.0
2097,109498.0,26.0
2098,1091668.0,22.0
2099,1132703.0,25.0
2100,1043844.0,19.0
2101,1023553.0,26.0
2102,1013083.0,27.0
2103,1020135.0,19.0
2104,1028866.0,23.0
2105,1042319.0,22.0
2106,1058850.0,22.0
2107,1111745.0,24.0
2108,1163590.0,27.0
2109,1163915.0,26.0
2110,1166182.0,18.0
2111,1088037.0,22.0
2112,201278.0,24.0
2113,1076229.0,18.0
2114,1116990.0,23.0
2115,1078621.0,19.0
2116,1165531.0,24.0
2117,116590.0,24.0
2118,1021572.0,23.0
2119,1161950.0,18.0
2120,1150533.0,27.0
2121,1158243.0,25.0
2122,1013157.0,27.0
2123,1162417.0,18.0
2124,156966.0,18.0
2125,1030526.0,26.0
2126,1057467.0,18.0
2127,1059755.0,23.0
2128,1148437.0,26.0
2129,1165712.0,19.0
2130,1166112.0,18.0
2131,102626.0,18.0
2132,1026503.0,20.0
2133,1090898.0,27.0
2134,112748.0,22.0
2135,1037398.0,23.0
2136,1105256.0,18.0
2137,1138963.0,23.0
2138,1083231.0,23.0
2139,1045070.0,20.0
2140,1059757.0,26.0
2141,1079279.0,25.0
2142,1037133.0,22.0
2143,1159718.0,20.0
2144,1034051.0,21.0
2145,1013044.0,25.0
2146,1030377.0,26.0
2147,1125709.0,21.0
2148,1094509.0,18.0
2149,1162710.0,22.0
2150,1033359.0,21.0
2151,1154452.0,22.0
2152,1154851.0,22.0
2153,1023670.0,21.0
2154,1145740.0,19.0
2155,1157568.0,18.0
2156,1027173.0,22.0
2157,1056715.0,25.0
2158,1011784.0,20.0
2159,1054165.0,24.0
2160,1125716.0,23.0
2161,1153154.0,23.0
2162,1162008.0,22.0
2163,1059746.0,21.0
2164,1123224.0,21.0
2165,1011856.0,25.0
2166,1027426.0,18.0
2167,1037276.0,27.0
2168,1097985.0,19.0
2169,1116160.0,20.0
2170,1125464.0,27.0
2171,1125640.0,26.0
2172,1149931.0,19.0
2173,1156597.0,26.0
2174,1156948.0,20.0
2175,1167015.0,19.0
2176,1097937.0,18.0
2177,1122894.0,19.0
2178,1013773.0,18.0
2179,1086022.0,23.0
2180,1162385.0,27.0
2181,1028544.0,19.0
2182,1011192.0,25.0
2183,1146466.0,24.0
2184,1082696.0,26.0
2185,1021692.0,25.0
2186,1166459.0,24.0
2187,1010782.0,19.0
2188,1014168.0,24.0
2189,1107710.0,23.0
2190,1054160.0,22.0
2191,1158018.0,23.0
2192,1132714.0,26.0
2193,1030571.0,18.0
2194,1164745.0,23.0
2195,1013698.0,27.0
2196,1097989.0,23.0
2197,1056732.0,19.0
2198,1074712.0,21.0
2199,180044.0,26.0
2200,1097753.0,23.0
2201,1124619.0,27.0
2202,1156917.0,26.0
2203,1158002.0,25.0
2204,1098035.0,21.0
2205,1054111.0,19.0
2206,1042321.0,19.0
2207,1156021.0,18.0
2208,1165853.0,20.0
2209,158927.0,21.0
2210,1027335.0,22.0
2211,1150616.0,26.0
2212,1153895.0,23.0
2213,1166086.0,25.0
2214,1162003.0,18.0
2215,1013911.0,22.0
2216,1020376.0,22.0
2217,1027449.0,24.0
2218,1074729.0,22.0
2219,1105803.0,25.0
2220,1160821.0,27.0
2221,1150254.0,19.0
2222,1094634.0,22.0
2223,1011069.0,19.0
2224,1013156.0,24.0
2225,1020363.0,24.0
2226,1028517.0,22.0
2227,1045290.0,19.0
2228,1011160.0,27.0
2229,1013117.0,27.0
2230,1023041.0,26.0
2231,1026945.0,27.0
2232,1037485.0,18.0
2233,1055696.0,25.0
2234,1145691.0,23.0
2235,1156932.0,26.0
2236,1014186.0,27.0
2237,1014199.0,24.0
2238,1152371.0,23.0
